,job_title,company_name,location,summary,salary
1300,"Account Director/Vice President, Healthcare Communications",Weber Shandwick,"Century City, CA","The firm deploys deep expertise across sectors and specialty areas, including consumer marketing, corporate reputation, healthcare, technology, public affairs,...",Nothing_found
1301,"Manager, Finance Process Improvements & Initiatives",NBCUniversal,"Universal City, CA","Support Vice President and Senior Director creating executive readouts and on high priority projects. The Manager, Finance Process Improvements & Initiatives...",Nothing_found
1307,"Vice President, Talent Acquisition",The Wonderful Company,"Los Angeles, CA",The Vice President of Talent Acquisition will have the responsibility of designing and executing the recruitment strategy for The Wonderful Company....,Nothing_found
1308,Director of Revenue Cycle Analytics (DRCA),"Alta Hospitals System, LLC","Norwalk, CA",Vice President of Revenue Cycle. Director of Revenue Cycle Analytics (DRCA). Experience translating business needs into data models and predictive algorithms...,Nothing_found
1309,"Vice President, Human Resources",PANCREATIC CANCER ACTION NETWORK,"Manhattan Beach, CA 90266","This position also works closely with the President and CEO to support all people related issues. The Vice President, Human Resources is responsible for...",Nothing_found
1310,"Dean, Office of Institutional Effectiveness",Southern California University of Health Sciences,"Whittier, CA","Coordinates with the Vice President for Administration and Finance to evaluate the delivery of effective and satisfactory business services (surveys, focus...",Nothing_found
1312,Director of Financial Operations,"Cast & Crew Entertainment Services, LLC","Burbank, CA",This position reports directly to the Vice President of Finance and is responsible for a shared service environment....,Nothing_found
1313,"Vice President of Sales, Sports Sponsorships",GumGum,"Santa Monica, CA","Experience with sports commercial rights & sales, commercial analytics, and measurement & insights companies is strongly preferred....",Nothing_found
1314,SVP Human Resources,Lieberman Research Worldwide (LRW),"Los Angeles, CA 90067","Total Rewards & HR Analytics. LRW (LIEBERMAN RESEARCH WORLDWIDE) is an innovative, fast-growing market research firm with 500 employees & 5 domestic and 1...",Nothing_found
1315,Marketing Director,Gold's Gym - SoCal,"San Fernando Valley, CA","Strong business analytics. In the role, the right candidate will work closely as an advisor/consultant to Vice Presidents and sales leadership, developing...",Nothing_found
1316,"SVP, Human Resources",Lieberman Research Worldwide,"Los Angeles, CA","Total Rewards & HR Analytics. Genuine interest in Market Research, Marketing, and Analytics. With the support of a 12-person Talent team, this role will also...",Nothing_found
1322,Trade Marketing Manager,Chicken of the Sea,"El Segundo, CA","The Trade Marketing Manager will work closely with the Vice President of Trade Marketing, Brand Marketing, Procurement, and the Sales Team in developing and...",Nothing_found
1323,"Retail Project and Communications Manager, Vice President",Union Bank,"Woodland Hills, CA","Reporting to the business line executive, the Retail Project Manager is responsible for special projects and administration for the respective business line....",Nothing_found
1324,VP Digital Channels,Zillion Technologies,"Burbank, CA","Oversees digital UX/UI design, digital operations, full cycle digital and mobile SDLC, and digital analytics*. VP â€“ Digital Channels*....",Nothing_found
1325,Vice President of Acquisition Marketing,Spokeo,"Pasadena, CA","Spokeo is seeking a Vice President of Acquisition Marketing to join us in Pasadena, CA. Experience with analytics and marketing tools such as Google Analytics,...",Nothing_found
1327,Sr. Financial Analyst,Twentieth Century Fox,"Los Angeles, CA",Provide deep analytics and communicate effectively to senior business team leaders. Exceptional analytic skills and a demonstrated ability to build financial...,Nothing_found
1328,VP / Head of E-Commerce Product Manager,Talent Merchants,"El Segundo, CA","Working knowledge of analytics, reporting, and usage tracking software such as Google Analytics. Use analytics and A/B testing to steer improvements, inform...",Nothing_found
1329,"Vice President, Sales & General Manager, Americas",Manduka,"Los Angeles, CA","10+ years of experience successfully leading sales teams, including sales analytics and sales operational functions....",Nothing_found
1330,Accounting Manager,ExED,"Los Angeles, CA 90025",This position reports direct to a Vice President of School Finance. Critical thinking and analytic skills. ExED ( exed.net ) is a nonprofit organization that...,Nothing_found
1331,"Field Sampling Technician (Long Beach, CA)",Steep Hill,"Long Beach, CA","Performance of precise and reliable on-site sampling in accordance with State requirements and Steep Hill Labs procedures and protocols, to ensure accurate...",Nothing_found
1337,"Director, Finance â€“ FP&A and Special Projects (Engineered Materials)",Esterline,"Brea, CA","Reporting to Esterlineâ€™s Engineered Materialsâ€™ Vice President, Finance, this role is responsible for producing the consolidated financial statements for the...",Nothing_found
1339,"Coordinator, Strategy & Operations",NBCUniversal,"Universal City, CA","The position will report to the Senior Vice President, Strategy and Operations, Focus Features. Focus Features seeks a highly qualified candidate for the...",Nothing_found
1340,Senior Financial Analyst - USC Stevens Center for Innovation,USC,"Los Angeles, CA","The Center reports to the Vice President of Research, and has the full support of the USC Provost. Provide ad hoc and ongoing analytic support to business...",Nothing_found
1341,Senior Cloud Engineer,MUFG Union Bank,"Los Angeles, CA","Senior Cloud Engineer, Vice President*. Maintain metrics and supporting analytics to measure CSP performance....",Nothing_found
1342,Client Relationship Executive,TriNet,"Los Angeles, CA 90005","Actively participate in Client Advisory Board program as deemed necessary by Vice President, Client Success. Strong business acumen and excellent data analytic...",Nothing_found
1343,Solutions Strategist,CORRA,"Playa del Rey, CA","As a Solutions Strategist, you will be a key member of the Delivery team and report to the Director of Solutions Strategy and Vice President of Delivery....",Nothing_found
1344,VP of Channel Operations and Strategy Telecom,AireSpring,"Los Angeles, CA","This individual has broad responsibility to facilitate the channel sales process, technology, administration, analytics and other areas that impact sales...",Nothing_found
1345,Clinical Research Associate,Southern California University of Health Sciences,"Whittier, CA",Analytic data driven analysis ability is required. â€¡ â€œHappy Hourâ€ù events are only authorized by individual area Vice-Presidents and the University President....,Nothing_found
1346,Financial Analyst,Silicon Staffing,"Los Angeles, CA","Reporting to the Vice President of Finance, the primary responsibilities of the Financial Analyst is to support the Vice President of Finance in the financial...",Nothing_found
1351,Vice President of Sales â€“ Chief Growth Officer,Med Tech Solutions,"Valencia, CA",MTS is currently seeking a Vice President of Sales to join their team!*. Manage and guide our Sales Team and managers to optimize and transform our current...,Nothing_found
1373,VP Marketing,Shield Healthcare,"Valencia, CA 91355","We have an immediate opening in our Valencia, CA corporate office for a Vice President of Marketing. Manage statistics, analytics, innovation and process...",Nothing_found
1402,VMI Operations Manager,Align Aerospace LLC,"Chatsworth, CA","Demonstrated organization, analytic, and leadership skills. This position will be based out of our headquarters located in Chatsworth, California and reports...",Nothing_found
1413,Director Creative Advertising,Paramount Pictures,"Hollywood, CA",Work with the digital analytics team to assess the success of campaigns during campaign flight and optimize/adjust accordingly....,Nothing_found
1445,DW Application Analyst,Warner Bros. Entertainment Group,"Burbank, CA","Document results of work and prepares technical reports on significant results, presents to director and vice president levels and to corporate management....",Nothing_found
1447,"VP of Product, Social Mobile",Talent Merchants,"Beverly Hills, CA 90212",5 years experience in leading product roles Strong UI/UX principalsExperience with analytics platformsSketch/Photoshop experience desired but not required...,Nothing_found
1448,Business Information Analyst,Dynamic Staffing Inc.,"Monterey Park, CA","Under the direction of the Vice President of Medical Services, this position provides analytical, research, and technical database management support for...",Nothing_found
1450,VP of Marketing,Burgerim Group USA,"Encino, CA",We are looking for an experienced Vice President (VP) of Marketing to direct and oversee our Marketing department....,Nothing_found
1460,"Sales Practices, Vice President",MUFG,"Los Angeles, CA",Develop robust analytics techniques that mine various data sources in order to identify and assess potential emerging risks....,Nothing_found
1463,VP Marketing - Beauty,Beauty Brand,"Los Angeles, CA",Working knowledge of Google Analytics. Build and deliver monthly marketing metrics report with analytics and insights....,Nothing_found
1465,"Director, Advanced Analytics",UW Health,United States,"Reporting to the Vice President for Enterprise Analytics, the Director will implement actionable advanced analytics solutions that effectively serve the...",Nothing_found
1466,Vice President of Distribution (Arabic Fluency Required),"True North Logistics, LLC",United States,Strong background with analytics and problem solving in a fast paced operations environment. \*Please include a cover letter briefly describing relevant...,Nothing_found
1467,VP Development Risk Management (DRM),The Paulsen Group,United States,"Strong financial, analytical, relationship management, and writing skills;Outstanding analytic and organizational skills, a high degree of intellectual...","$100,000 - $120,000 a year"
1468,Research Manager,Screen Engine/ASI,"Los Angeles, CA","The candidate will work directly with clients and internal research team members on Digital Entertainment research projects (including, but not limited to, home...",Nothing_found
1469,Regional VP of Sales - Supply Chain Software - 27056225,Cube Management,"Los Angeles, CA","As the Regional Vice President of Sales, youâ€™ll have the opportunity to use your entrepreneurial spirit and expertise to lead a world class sales team to drive...",Nothing_found
1500,Data Science Specialist,Green Wave Ingredients/Ingredients Online,"La Mirada, CA","Always find out if there is someone higher to reach out to beside the Buyer, such has the President, Vice President or Purchasing Manager....",Nothing_found
1501,"Vice President, Engagement Management","Stroz Friedberg, an Aon company","Los Angeles, CA",The Vice President role is a pivotal role for Stroz Friedberg as the organization embarks on expansion....,Nothing_found
1502,"Associate Director, Knowledge Management",Childrens Hospital Los Angeles,"Los Angeles, CA 90079","Under the direction of the Vice President, Technology Operations this position is responsible for leading. Bachelor's degree from an accredited university in...",Nothing_found
1505,Chief Information Systems Officer,Glendale Community College,"Glendale, CA",General supervision is received by the Executive Vice President of Administrative Services with dotted line reporting to the Vice President of Instructional...,Nothing_found
1509,"Scientist I, R&D",Thermo Fisher Scientific,"Canoga Park, CA 91304","Prioritize daily assignments approved by Supervisor, Research Manager or Vice President to ensure completion of the assignments....",Nothing_found
1511,"MANAGER, INVESTMENT INTEGRATION",First 5 LA,"Los Angeles, CA","Ability to synthesize and analyze large amounts of data and clearly communicate complex issues; Under the general direction of the Vice President, Integration &...",Nothing_found
1517,"Vice President of Research, Development, & Innovation",Markwins Beauty Brands,"Industry, CA 91789","Vice President of Research, Development, & Innovation. Evaluate technical data and projects for merit and feasibility....",Nothing_found
1518,Sr IT Consultant Solutions,Kaiser Permanente,"Pasadena, CA","Two (2) years of work experience in a role requiring interaction with executive leadership (e.g., Vice President level and above)....",Nothing_found
1519,"Director, Evaluation and Museum Impact",L.A. COUNTY MUSEUM NH,"Los Angeles, CA","PhD in Science Education, Applied Psychology, Learning Sciences (or related field) is highly desirable. Director, Evaluation and Museum Impact role is a newly...",Nothing_found
1520,"Director, Business Development - Ground Combat Systems",Physical Optics,"Torrance, CA","The Director, Business Development will report to the Vice President, Business Development for Advanced Technologies and be responsible for all aspects of the...",Nothing_found
1521,"Director, Business Development - Advanced Ground Systems",Physical Optics,"Torrance, CA","Advises the Vice President Advanced Ground System, division managers and directors. Applicants will receive fair and impartial consideration without regard to...",Nothing_found
1522,"Director, Business Development- Airborne Systems (NAVAIR)",Physical Optics,"Torrance, CA","The Director, Business Development will report to the Corporate Vice President, Business Development for Airborne Systems and be responsible for all aspects of...",Nothing_found
1523,"Director, Business Development - NAVSEA Electronics Systems",Physical Optics,"Torrance, CA","The Director, Business Development will report to the Corporate Vice President, Business Development and be responsible for all aspects of the business...",Nothing_found
1524,"Director, Business Development â€“ Advanced Ground Systems",GQR Global Markets,"Torrance, CA","The Director, Business Development will report to the Vice President, Business Development for Advanced Technologies and be responsible for all aspects of the...",Nothing_found
1526,DIRECTOR OF DEVELOPMENT,Charles Drew University Of Medicine And Science,"Los Angeles, CA","Serves as Acting Vice President of Advancement, Strategic Development and External Affairs in the absence of the VP....",Nothing_found
1532,Confidential Office Support (JID 7253) (7253),California State University,"Northridge, CA","Provides confidential administrative support for the Vice President for Administration and Finance, in conjunction with the Executive Assistant to the VP;...",Nothing_found
1534,Accounts Payable,Southern California University of Health Sciences,"Whittier, CA",Collects and researches data; Uses intuition and experience to complement data; â€ â€  â€œHappy Hourâ€ù events are only authorized by individual area Vice-Presidents...,Nothing_found
1535,Chiropractic Sports Medicine Resident,Southern California University of Health Sciences,"Whittier, CA",Collects and researches data; Intuition and experience to complement data; â€¡ â€œHappy Hourâ€ù events are only authorized by individual area Vice-Presidents and the...,Nothing_found
1536,"Dean, Office of Institutional Effectiveness",Southern California University of Health Sciences,"Whittier, CA","Collects and researches data; Leads university-wide data analysis efforts. Oversees the Office of Institutional Effectiveness (OIE), and engage in a broad range...",Nothing_found
1538,Senior IT Consultant,Kaiser Permanente,"Pasadena, CA","Two (2) years of work experience in a role requiring interaction with executive leadership (e.g., Vice President level and above)....",Nothing_found
1539,Senior IT Consultant - IT BIO,Kaiser Permanente,"Pasadena, CA","Two (2) years of work experience in a role requiring interaction with executive leadership (e.g., Vice President level and above)....",Nothing_found
1540,"Director, Information Security Architecture",The Walt Disney Company (Corporate),"Burbank, CA","The position will report into the Vice President, Information Security Architecture. Demonstrated experience in information security, privacy or a data...",Nothing_found
1548,Senior Lead Project Manager (Black Belt) - Quality Department Per Diem,"Martin Luther King, Jr. Community Hospital","Los Angeles, CA","Preparing data analysis. Performs complex data analysis by understanding usersâ€™ requirements for data, completing appropriate data abstraction, verifying...",Nothing_found
1551,"Associate Director, Knowledge Management",Childrens Hospital Los Angeles,"Los Angeles, CA","Under the direction of the Vice President, Technology Operations this position is responsible for leading. Bachelor's degree from an accredited university in...",Nothing_found
1553,Senior Coordinator International Student...,Glendale Community College,"Glendale, CA",SUPERVISION RECEIVED AND EXERCISED Supervision received by the Vice President of College Services or designee. Compile and evaluate data relevant to the program...,Nothing_found
1554,Associate Director/Director of Quality Assurance,Dahlia Consulting,"El Segundo, CA","Review release assay data. BA/BS degree in engineering, life sciences or other relevant biologic, chemistry, biochemistry discipline required....",Nothing_found
1556,CHIEF FINANCIAL OFFICER,XPRIZE Foundation,"Culver City, CA","And Life Sciences. Ensure that relevant financial data is presented to the President, Leadership team and the Board of Directors....",Nothing_found
1564,UNIVERSITY AUDITOR,Charles Drew University Of Medicine And Science,"Los Angeles, CA","Implement the annual audit plan, as approved, including as appropriate any special tasks or projects requested by the A&C Committee, the University President,...",Nothing_found
1565,SVP Human Resources,Lieberman Research Worldwide (LRW),"Los Angeles, CA 90067","In related field such as Business, Human Resources, or Social Sciences. Develops and analyzes enterprise-wide people and other cross-functional data as needed....",Nothing_found
1566,"SVP, Human Resources",Lieberman Research Worldwide,"Los Angeles, CA","In related field such as Business, Human Resources, or Social Sciences. An understanding of and enthusiasm for data driven insights and strategy planning....",Nothing_found
1568,Hem-Onc MSL Expansion,TMAC Direct,"Los Angeles, CA","They are looking for three senior-level Oncology Medical Science Liaisons to cover SoCal, Southwest, and Northcentral Regions....",Nothing_found
1569,"VP, Financial Planning & Analysis",Grant/Morgan Associates,"Los Angeles, CA","This person will be partnered with the CFO of this complex, global life sciences / medical technology business....",Nothing_found
1570,Vice President - Chief Diversity Officer,Azusa Pacific University,"Azusa, CA","Vice President - Chief Diversity Officer. Azusa Pacific University invites applications and nominations for the Vice President, Chief Diversity Officer....",Nothing_found
1578,VP Clinical Development,JD Farrell & Assoc.,"Los Angeles, CA","Assist site personnel with data changes as needed to ensure clarity and accuracy of the data. In engineering, science, or medical field....",Nothing_found
1579,Clinical Research Associate,Southern California University of Health Sciences,"Whittier, CA",Collects and researches data; Perform statistical analyses of research data. Analytic data driven analysis ability is required....,Nothing_found
1580,Front Office Associate (Full-Time),Southern California University of Health Sciences,"Whittier, CA",Collects and researches data; Intuition and experience to complement data; â€¡ â€œHappy Hourâ€ù events are only authorized by individual area Vice-Presidents and the...,Nothing_found
1581,Front Office Associate (Part-Time),Southern California University of Health Sciences,"Whittier, CA",Collects and researches data; Intuition and experience to complement data; â€¡ â€œHappy Hourâ€ù events are only authorized by individual area Vice-Presidents and the...,Nothing_found
1582,Senior Staff Accountant,Southern California University of Health Sciences,"Whittier, CA",Collects and researches data; Performs other special projects as assigned by the Assistant Vice President for Accounting and the Assistant Controller....,Nothing_found
1583,Business Information Analyst,Dynamic Staffing Inc.,"Monterey Park, CA","Data Quality and Data Completeness. Bachelor's degree in health, human sciences, statistical sciences, or computer sciences with 2 years of experience working...",Nothing_found
1586,"Sr. Director of Marketing, Imaging",KaVo Kerr,"Santa Ana, CA","Reporting to the Vice President, North America Marketing, the Senior Director of Marketing, is responsible for the strategic dental imaging platform including...",Nothing_found
1587,Regional Safety Manager,Henkels & McCoy,"Pomona, CA",Regional Vice President. Ability to analyze organizational process through the review of data. BS in Safety/Industrial Hygiene/Environmental Sciences is...,Nothing_found
1588,Principal Architect - Epic Ambulatory,Memorial Health Services,"Fountain Valley, CA 92708",The Principal Architect works under the direct supervision of the Director of Architecture and Security and Vice President of Information Services....,Nothing_found
1589,Senior Staff Accountant,Southern California University of Health Sciences,"Whittier, CA 90604",Collects and researches data; Performs other special projects as assigned by the Assistant Vice President for Accounting and the Assistant Controller....,"$60,000 - $70,000 a year"
1706,"Director, Advanced Analytics",UW Health,United States,"An advanced degree or PhD is highly preferred in data science, computer science, statistics or related field....",Nothing_found
1707,Lead Systems Analyst - Laboratory Information Systems,City of Hope,"Duarte, CA 91009","Bachelor's Degree in Computer Science, Life or Physical Sciences, Systems/ Industrial Engineering, Business Administration or related fields....",Nothing_found
