,job_title,company_name,location,summary,salary
365,Senior Data Scientist,All-In Analytics,"Los Angeles, CA",SENIOR DATA SCIENTIST. 10+ years as Data Scientist in a delivery oriented environment after advanced degree Experience with Property & Claims Insurance or...,Nothing_found
366,Data & Research Analyst,Occidental College,"Los Angeles, CA 90041","The Data & Research Analyst reports to the Senior Associate Director, Employer & Alumni Engagement. A minimum 2-4 years of experience in a similar role or...",Nothing_found
367,"Senior Machine Learning Engineer, Data Science",ZEFR,"Venice, CA 90291","Participate as a member of the Data Science team, work closely with data scientists, engineers, and product managers....",Nothing_found
370,Senior Data Engineer,Grindr,"Los Angeles, CA 90046",Experience with dimensional data modeling and schema design in Data Warehouses. Be familiar with legal compliance (with data management tools) data...,Nothing_found
371,Lead Data Scientist,BCG Digital Ventures,"Manhattan Beach, CA","Leading and managing a team of data scientists. In your role as the Lead Data Scientist at BCG Digital Ventures, you will:....",Nothing_found
372,Senior Scientist Clinical Research,Abbott Laboratories,"Sylmar, CA","We are seeking an experienced, high caliber Senior Clinical Research Scientist who will provide scientific expertise throughout the development and...",Nothing_found
380,"Senior Consultant, Advanced Analytics",fractalanalytics,"Los Angeles, CA",The Senior consultant will collaboratively work along with senior engagement managers & lead a team of analysts and data scientists across the globe....,Nothing_found
381,Analyst,Riot Games,"Los Angeles, CA","As an Analyst, youâ€™ll join the Insights discipline â€“ the group of researchers, analysts, data scientists and strategists responsible for solving problems and...",Nothing_found
382,Radar Signal Processing Scientist,NeoHire South,"Santa Monica, CA",Radar Signal Processing Scientist. Genius Sports is seeking a senior radar signal processing expert who is capable of diving deep into hard scientific problems...,Nothing_found
383,Senior Computer Vision Scientist,Tinder,"West Hollywood, CA",Hands-on experience in big data framework such as Spark and Hadoop. We are looking for a Computer Vision Scientist to implement computer vision and image...,Nothing_found
384,"VP, Analytics/Modeling",Blackwood Seven,"Los Angeles, CA","Mentor and manage a team of Data Scientists, Senior Analysts and Analysts. Expert in Machine Learning, Data Mining, Predictive Modeling, Big Data....",Nothing_found
385,Senior Backend Engineer - Data Team,Tinder,"West Hollywood, CA","As a Senior Backend Engineer on the Data Team, you will work closely with product managers, analysts and scientists in a small but fast growing engineering team...",Nothing_found
386,Signal Processing Data Scientist,The Aerospace Corporation,"El Segundo, CA 90245",MEMBR-TCH STF SR. Experience in data science projects. Experience required in Data Science which includes:. Experience in implementing data science algorithms...,Nothing_found
387,Senior Data Scientist,"Luna Data Solutions, Inc.","Glendale, CA","Data Scientist who is creative, confident and has experience with Time Series and streaming data science to join their team in Glendale, CA....",Nothing_found
393,"Senior Manager, Health Data Analysis",Blue Shield of California,"El Segundo, CA","Under the direction of the Senior Director, the Senior Manager will help manage these efforts, including design and development of prospective programs,...",Nothing_found
394,Senior Product Manager,The Boston Consulting Group,"Los Angeles, CA",Collaborate with BCG data scientists and analytics experts to bring â€œbest of breedâ€ù solutions to bear in the product solution....,Nothing_found
396,Principal Machine Learning Engineer,Raytheon,"El Segundo, CA","Analyzing flight test data and validating predicted results. The ideal candidate will be an engineer, mathematician or physicist with experience in machine...",Nothing_found
397,Senior Laboratory Analyst,Labs-Mart LLC.,"Anaheim, CA","Managing and interpreting analytical data. The Senior Scientist will supervise analysts, troubleshoot HPLC and GC instruments, and work closely with management...",Nothing_found
398,Battery Scientist / Engineer,The Aerospace Corporation,"El Segundo, CA 90245",Assists senior scientists and engineers with research. Experience maintaining accurate test data. Experience taking direction from senior scientists and...,Nothing_found
399,Software Engineer & Data Science Specialist,The Aerospace Corporation,"El Segundo, CA 90245","Experience in collecting data from/exposing data to various data sources and services (API, XML, JSON, etcâ€_)....",Nothing_found
401,Senior Natural Language Processing Scientist,Tinder,"Los Angeles, CA",We are looking for a Natural Language Processing Scientist to help us explore a vast amount of data and derive knowledge from that data that can be used to...,Nothing_found
402,Technical Program Manager,Oben,"Pasadena, CA","You will be working with senior scientists, developers, business partners, and external vendors to ensure high quality deliverables....",Nothing_found
408,Senior SQL Database Programmer,Providence Health & Services,"Santa Monica, CA 90407","Training the next generation of surgical scientists who study and treat cancer; Provide development, programming and support for a comprehensive internally...",Nothing_found
409,Resource Intern LA - Summer 2018,BuzzFeed,"Los Angeles, CA 90036","Reporting to the Sr. We have offices in 19 cities around the world and more than 1500 employees including reporters, video producers, data scientists, engineers...",Nothing_found
410,Insights Manager,Riot Games,"Santa Monica, CA 90404",Your strength in crafting accessible narratives around data means stakeholders can easily access your thinking and findings....,Nothing_found
412,Engineering Leadership - Data Engineering,Riot Games,"Los Angeles, CA","Lead software engineers, data scientists and data analysts in order to deliver on product vision. As a Senior Engineering Leader for our Big Data team, you'll...",Nothing_found
413,Associate Director - Translational Science,Atara Biotherapeutics,"Los Angeles, CA","Reports to Sr. Experience effectively presenting and conveying scientific data internally. The Associate Director - Translational Science, acts as a semi...",Nothing_found
414,Senior Data Scientist,Ticketmaster,"Hollywood, CA 90028",Carry out tasks encompassing data cleansing and data normalization. Be collecting and analyzing very large data sets....,Nothing_found
415,"SENIOR DIRECTOR, EVENTS",XPRIZE Foundation,"Culver City, CA","The Senior Director will be responsible for outsourcing production and logistics, through their network of best-in- class vendors, for large scaled XPRIZE...",Nothing_found
416,Space Architecture Business Strategist,The Aerospace Corporation,"El Segundo, CA 90245","ENGRG SPCLST SR. In this role you will act as senior technical authority, consultant, primary investigator, or team leader....",Nothing_found
417,Senior Data Scientist,ITStaff Technical Resources,"Los Angeles, CA",ITStaff has been engaged to help our client find a senior data scientist for their team that is open to working in the fast-paced environment of a rapidly...,Nothing_found
424,Associate,Mindshare,"Los Angeles, CA","Working with the Senior Associate and Manager, as well as implementation groups, assists in the development of budget allocations across media, media mix...",Nothing_found
425,Principal Engineer,ZestFinance,"Los Angeles, CA","This is a hands-on position, and you will have many opportunities to pair with junior and senior developers and data scientists, delivering features while...",Nothing_found
426,Senior Analyst - GAMMA,The Boston Consulting Group,"Los Angeles, CA","Data Visualization Specialists together with Data Engineers, Data Scientists, Scientific Modelers and Scientific Programmers as well Geospatial Analysts, are...",Nothing_found
427,Clinical Research Compliance Policies & Education Analyst,Providence Health & Services,"Burbank, CA 91506","Our facilities include 34 hospitals, 600 physician clinics, senior services, supportive housing and other health and educational services....",Nothing_found
429,Clinical Laboratory Scientist,UCLA HEALTH,"Westwood, CA","Pipetting, computer data entry. Perform various quality control tasks and computations and assist Sr Supervisors and Sr Specialists with quality programs:....",Nothing_found
430,Senior Data Scientist,Glocomms,"Los Angeles, CA",Senior Data Scientist. Perform data mining and feature engineering. Experience in data processing and building production models....,Nothing_found
431,Senior Backend Engineer - Growth,Tinder,"West Hollywood, CA","Weâ€™re a cross-functional team of highly motivated engineers, data scientists, product managers, marketers, and designers....",Nothing_found
432,"Senior Manager, Statistician",AT&T,"El Segundo, CA 90245",4-7 years of experience in data analytics and related field. The ideal candidate will be able to identify the â€œwhyâ€ù or â€œso whatâ€ù from data that he/she distills...,Nothing_found
438,Senior Backend Platform Engineer,Tinder,"West Hollywood, CA","In this Senior Backend Platform Engineer role, you will:. Excellent knowledge of Computer Science fundamentals, with strong competencies in data structures,...",Nothing_found
439,Space Radiation Effects Chemist,The Aerospace Corporation,"El Segundo, CA 90245","Required for Senior Member of Technical Staff. Perform data analysis using analytical calculations, modeling/simulation, and standard statistical methods....",Nothing_found
440,Junior Market Research Analyst,Infocast Events,"Los Angeles, CA",Infocast is currently seeking individuals to join our team to perform strategic business research and analysis in support of business events for senior level...,Nothing_found
441,Medical Records Senior Abstractionist - Cancer Registry,Keck Medical Center of USC,"Los Angeles, CA 90015",Accuracy of abstracting is of utmost importance as physicians and scientists use our data to evaluate treatment methods....,Nothing_found
442,Senior Material Characterization Scientist,"Ostendo Technologies, Inc.","Walnut, CA","Responsible for GaN related materials characterization, statistical data analysis and failure analysis to support assigned projects, work closely with MOCVD...",Nothing_found
443,Sr. Manufacturing Scientist,Shire Pharmaceuticals,"Los Angeles, CA 90079","Excellent ability to analyze and interpret scientific, and statistical data and draw appropriate conclusions. This position reports to the Head of Manufacturing...",Nothing_found
444,"Sr. Product Manager, Marketing Technology",Ticketmaster,"Hollywood, CA 90028","Work closely with data scientists, engineers, analysts, third-party partners and internal QA teams to oversee a collaborative and iterative development process....",Nothing_found
445,"Clinical Laboratory Scientist, Per Diem",UCLA HEALTH,"Westwood, CA","Pipetting, computer data entry. Perform various quality control tasks and computations and assist Sr Supervisors and Sr Specialists with quality programs:....",Nothing_found
446,Sr. Software Engineer - Big Data,Connexity,"Los Angeles, CA",We aim to reduce the cost of R&D for our data scientists. Values data over dogma. Develop and maintain complex data processing pipelines....,Nothing_found
447,Sr. Research & Recovery Analyst,"Carrington Mortgage Services, LLC","Anaheim, CA","The senior leadership team is full of top industry leaders. As a result of our continuing growth and success, we are seeking a Sr....",Nothing_found
453,Data Scientist,CyberCoders,"Santa Monica, CA 90401","Data Scientist If you are a Data Scientist with experience, please read on! Ability to communicate analyses in a clear and effective manner to senior-level...",Nothing_found
464,Senior Data Scientist,CyberCoders,"Santa Monica, CA 90401","Senior Data Scientist We are disrupting enterprise analytics and business intelligence by killing dashboards. Relocation costs (if applicable) So, if you are a...","$100,000 - $160,000 a year"
529,Data Analysis Manager,Bank of Hope,"Los Angeles, CA",Advise senior management on implications of proposed and new regulatory policy changes. Support the data gathering and population framework necessary for DFAST...,Nothing_found
536,Insights Manager,Riot Games,"Los Angeles, CA",Your strength in crafting accessible narratives around data means stakeholders can easily access your thinking and findings....,Nothing_found
549,"Scientist II, Senior Scientist or Senior Scientist II","Simulations Plus, Inc.","Lancaster, CA 93534","Scientist II, Senior Scientist or Senior Scientist II. Immediate openings for Scientist II, Senior Scientist and Senior Scientist II in our Simulation...",Nothing_found
552,Clinical Research Scientist,Abbott Laboratories,"Sylmar, CA","Conducts team meetings, drafting and sending routine correspondence (e.g., newsletters) and by presenting regular updates to senior staff....",Nothing_found
559,Senior Marketing Manager,Two Bit Circus,"Los Angeles, CA","Hereâ€™s your chance!We are a band of mad scientists, artists, inventors, storytellers and performers, building big games, and telling stories with technology....",Nothing_found
560,Senior Front-end Software Engineer,Smarkets,"Los Angeles, CA","Come join former financial and adtech engineers, researchers, scientists, and PhDs at one of the most dynamic workforces in Europe....",Nothing_found
561,Lead Radiation Systems Engineer IV,Jet Propulsion Laboratory,"Pasadena, CA","Numerical analysis, data analysis, mathematical modeling. Strong ability to communicate with a wide range of internal and external interfaces (i.e., NASA and...",Nothing_found
562,Senior Mobile Developer - LA,Smarkets,"Los Angeles, CA","Come join former financial and adtech engineers, researchers, scientists, and PhDs at one of the most dynamic workforces in Europe....",Nothing_found
563,"Scientist, Analytical Development (SAN DIEGO)",San Diego Pharmaceuticals,"Los Angeles, CA","The Scientist will also support formulation, mentor junior scientists, bring technology and training to the department and help establish and drive toward...",Nothing_found
564,Principal Clinical Research Scientist,Abbott Laboratories,"Sylmar, CA","Interfaces with senior management on significant matters, often requiring the coordination of activity across organizational units....",Nothing_found
565,System Administrator,Raytheon,"Pasadena, CA 91107",Restore data per user data requests. Assist Senior staff in maintaining the high uptime operational system....,Nothing_found
566,Senior Software Engineer,ZestFinance,"Los Angeles, CA","This is a hands-on position, and you will have many opportunities to pair with junior and senior developers and data scientists, delivering features while...",Nothing_found
567,Immunology Manager,Q2 Solutions,"Valencia, CA",California Clinical Laboratory Scientist (CLS) license required. Meet regularly with staff and senior management to discuss and resolve workload and technical...,Nothing_found
573,Mission Director,Universities Space Research Association,"Palmdale, CA","Ability to define problems, collect data, establish facts, and draw valid conclusions. The MD becomes the senior Mission Operations Support person on the flight...",Nothing_found
574,Senior Data Engineer,Mastech Digital,"Santa Clarita, CA","Senior Data Engineer. Expertise troubleshooting data quality issues, analyzing data requirements, and utilizing big data systems....",Nothing_found
575,"Director, Biostatistics, Early Clinical Development",Pfizer Inc.,"Los Angeles, CA","The right candidate will partner with senior management, clinicians, clinical pharmacologists, translational medicine, and other scientists to support early...",Nothing_found
576,Principal Developer,Capital Group,"Los Angeles, CA 90071","Partner with investors, subject matter experts, and data scientists to develop new workflows and data sources, define technical architecture, and lead the...",Nothing_found
577,DevOps Engineer,LT,"Los Angeles, CA","Our data team consists of two data analysts and three data scientists. Some of the data tools include Kafka, Spark and more....",Nothing_found
578,Electrical Technician,Data Based Solutions Inc.,"Los Angeles, CA","Provides supporting services and tooling at the direction of senior engineers and scientists. Analyzes and interprets test data. Los Angeles, CA*....",Nothing_found
579,Senior Research Analyst,California Association of Realtors,"Los Angeles, CA",Excellent applied data analysis skills. Ability to understand the story and tell it with a data visualization;...,Nothing_found
580,"Senior Analyst, Quantitative Research",Kelton Global LLC,"Los Angeles, CA",WHO WE ARE: Kelton is a strategy consultancy that creates consumer-oriented business solutions based on core human truths. We create brand relevance and...,Nothing_found
581,Clinical Lab Scientist II - Clinical Laboratory - Full Time/Nights - $5K SIGN-ON BONUS,Antelope Valley Hospital,"Lancaster, CA",Clinical Laboratory Scientist II. Monitors temperatures of equipment and refers all out of range recordings to the designated Senior Clinical Laboratory...,Nothing_found
582,Clinical Lab Scientist II - Clinical Laboratory -Temporary/ Per Diem/Varied/,Antelope Valley Hospital,"Lancaster, CA",Clinical Laboratory Scientist II. Monitors temperatures of equipment and refers all out of range recordings to the designated Senior Clinical Laboratory...,Nothing_found
588,Sr Clinical Laboratory Scientist - Clinical Laboratory - Full Time/Days - $5K SIGN-ON BONUS,Antelope Valley Hospital,"Lancaster, CA","Assists with the collection and analysis of workload data. Provides technical support for Phlebotomists, Technicians and Clinical Laboratory Scientists....",Nothing_found
593,Senior Data Engineer / Architect,CyberCoders,"Venice, CA 90291",Senior Data Engineer / Architect If you consider yourself an A+ Senior/Lead Data Engineer (or Architect)...WE WANT A CONVERSATION WITH YOU!...,"$150,000 - $200,000 a year"
594,Node.js Engineer,Odesus,"Los Angeles, CA 90025","With a team of two data scientists, a senior engineer and a UI/UX designer. We are hiring a senior full-stack JavaScript engineer to help build out an...",Nothing_found
595,Clinical Trials Supervisor -Research Nurse RN,Providence Health & Services,"Santa Monica, CA 90407","Training the next generation of surgical scientists who study and treat cancer; Our facilities include 34 hospitals, 600 physician clinics, senior services,...",Nothing_found
596,DSP Subsystems/Algorithm Engineer - SSBI,BOEING,"El Segundo, CA 90245",Skilled scientists and thinkers. Experience with performance characteristics of analog electronics or data converters (ADCs / DACs)....,Nothing_found
597,DSP Subsystems/Algorithm Engineer,BOEING,"El Segundo, CA 90245",Skilled scientists and thinkers. Experience with performance characteristics of analog electronics or data converters (ADCs / DACs)....,Nothing_found
598,DIRECTOR FINANCE-PRESBYTERIAN HEALTH PLAN,Presbyterian Healthcare Services,United States,Identifies the appropriate metrics and external comparative data to measure Fluents progress towards its goals....,Nothing_found
599,Senior Director of Enterprise Data Management & Analytics,City of Hope,"Duarte, CA 91010","Provides strategic vision, leadership and management of the data governance practices, design, architecture and implementation of enterprise data collection,...",Nothing_found
601,Director of Data Science,Robert Half Technology,"Santa Monica, CA 90404",Director of Data Engineering/Data Science. Immediate full time opening for a Head of Data Engineering and Data Science with experience in predictive /...,"$160,000 - $180,000 a year"
602,"Associate Director, Knowledge Management",Childrens Hospital Los Angeles,"Los Angeles, CA 90079","Bachelor's degree from an accredited university in Computer Sciences, Business or combination of experience and study is desirable (MBA preferred)....",Nothing_found
603,"Director, Data Science","TrueCar, Inc.","Santa Monica, CA","Manage and mentor less experienced data science resources. The Director, Data Science, will work in a fast-paced environment, with diverse data sets and...",Nothing_found
604,"Director, Data Science",NBCUniversal,"Universal City, CA","The Director, Data Science will work in a fast-paced environment, help guide the data science team and utilize the latest technologies to solve challenging...",Nothing_found
605,"Director, Data Scientist",KPMG,"Los Angeles, CA 90071","Retrieve, prepare, and process a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and...",Nothing_found
606,Director of Analytics,MeUndies,"Culver City, CA","Prioritize data integrity:. You've got an advanced degree in Economics, Statistics, Computer Science, Applied Math, Management Information Systems, or a related...",Nothing_found
607,"Director, Enterprise Data and Analytics Solutions",L.A. Care Health Plan,"Los Angeles, CA 90017","Solid understanding of data management, data warehousing, and data analytics strategies and methods such as Inmon, Kimble, Data Vault, and Data Lake....",Nothing_found
608,Director of Quality & Analytics,MedMen,"Culver City, CA","Bachelorâ€™s degree in related scientific field (Biology, Chemistry, Food Science or similar) with at least 2 years of regulated laboratory experience....",Nothing_found
609,"Director, Consumer Insights & Marketing Analytics",Warner Bros. Entertainment Group,"Burbank, CA","8 - 10 years of experience in marketing analytics, data science or statistical consulting. Monitor any and all available competitive data to analyze competitors...",Nothing_found
610,"Senior Manager / Director, Product Management - Data Warehouse",System1,"Venice, CA",Manage roadmap and requirements for data warehousing solutions for structured and unstructured data. Engineering or computer science education and/or relevant...,Nothing_found
611,"Senior Director, Data Science",Beachbody,"Santa Monica, CA 90404","What will you be doing at Beachbody as a Senior Director, Data Science:. Working experience collecting, organizing, synthesizing and analyzing data as well as...",Nothing_found
612,"Director, Corporate Systems and Insights",ServiceTitan,"Los Angeles, CA","Bachelorâ€™s degree in Computer Science, Information Systems, or related field. Own data governance and integrity across all business systems, including legacy...",Nothing_found
617,Vice President of Data Science,Futuredontics,"Los Angeles, CA 90045","Masterâ€™s-level degree or higher in Statistics, Machine Learning, Data Mining and/or comparable discipline. Weâ€™re in pursuit of a data scientist / statistician...",Nothing_found
